month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,O3_target
8.0,20.0,5.0,132.06,11.53,30.58,14.14,-1.52,0.37,-1.71,24.53
8.0,20.0,6.0,133.15,11.95,30.78,14.23,-1.88,0.6,-2.06,37.8
8.0,20.0,7.0,135.09,12.25,30.63,14.5,-1.48,0.36,-1.95,50.8
8.0,20.0,8.0,137.03,12.56,31.45,14.78,-1.07,0.12,-1.84,50.02
8.0,20.0,9.0,138.97,12.86,30.65,15.06,-0.67,-0.12,-1.74,38.5
8.0,20.0,10.0,146.61,12.59,29.13,15.25,1.09,-0.62,-1.64,36.1
8.0,20.0,11.0,154.25,12.33,28.64,15.45,2.84,-1.12,-1.55,30.0
8.0,20.0,12.0,161.89,12.06,28.78,15.65,4.6,-1.62,-1.45,23.73
8.0,20.0,13.0,159.29,12.13,28.52,15.89,4.79,-1.43,-1.53,16.68
8.0,20.0,14.0,156.7,12.2,28.83,16.13,4.99,-1.23,-1.61,18.03
8.0,20.0,15.0,154.1,12.28,28.16,16.38,5.18,-1.03,-1.69,14.05
8.0,20.0,16.0,146.98,11.94,27.57,15.61,4.85,-1.07,-1.72,11.05
8.0,20.0,17.0,139.85,11.59,27.5,14.85,4.52,-1.1,-1.76,14.75
8.0,20.0,18.0,132.72,11.25,27.59,14.08,4.19,-1.13,-1.79,13.75
8.0,20.0,19.0,132.21,11.82,28.66,14.28,4.21,-1.12,-1.76,11.18
8.0,20.0,20.0,131.69,12.38,28.86,14.47,4.23,-1.12,-1.73,14.2
8.0,20.0,21.0,131.18,12.94,27.98,14.67,4.26,-1.11,-1.7,29.9
8.0,20.0,22.0,151.51,13.25,27.13,15.64,4.24,-1.1,-1.76,27.2
8.0,20.0,23.0,171.84,13.56,26.56,16.6,4.22,-1.09,-1.83,8.55
10.0,3.0,0.0,111.48,30.87,29.59,10.6,-4.21,1.19,0.27,12.43
10.0,3.0,1.0,117.69,32.15,28.3,10.93,-4.76,1.62,0.55,13.38
10.0,3.0,2.0,123.91,33.42,27.56,11.27,-5.31,2.04,0.82,25.9
10.0,3.0,4.0,124.52,33.51,28.4,11.44,-5.74,2.28,0.77,68.62
10.0,3.0,11.0,98.26,24.09,28.15,13.56,-3.11,0.72,0.48,73.35
10.0,3.0,12.0,93.17,18.62,27.65,13.62,-2.48,0.17,-0.07,62.35
10.0,3.0,13.0,101.42,17.74,27.91,13.08,-2.18,0.49,0.31,37.15
10.0,3.0,14.0,109.67,16.86,27.13,12.54,-1.89,0.82,0.69,21.25
10.0,3.0,15.0,117.92,15.99,28.34,12.0,-1.6,1.14,1.06,27.53
10.0,3.0,16.0,113.78,17.13,29.7,12.09,-1.46,1.33,0.71,22.88
10.0,3.0,17.0,109.65,18.27,28.7,12.18,-1.32,1.53,0.35,36.2
10.0,3.0,18.0,105.51,19.42,28.91,12.26,-1.18,1.72,-0.01,17.32
10.0,3.0,19.0,106.27,19.51,29.22,11.57,-1.55,1.25,0.09,12.03
10.0,3.0,20.0,107.03,19.59,29.92,10.89,-1.92,0.79,0.2,17.0
10.0,3.0,21.0,107.78,19.68,29.58,10.2,-2.29,0.32,0.3,12.02
10.0,3.0,22.0,112.13,20.91,28.76,9.87,-2.04,0.17,0.31,19.23
10.0,3.0,23.0,116.47,22.13,29.22,9.55,-1.79,0.02,0.32,10.15
5.0,28.0,0.0,15.42,89.49,19.4,18.01,1.69,-0.28,0.44,4.17
5.0,28.0,1.0,10.29,108.38,19.03,18.31,1.69,-0.77,0.32,5.03
5.0,28.0,2.0,5.16,127.28,18.46,18.61,1.68,-1.26,0.19,6.6
5.0,28.0,3.0,0.03,146.17,17.25,18.91,1.67,-1.76,0.06,6.75
5.0,28.0,4.0,7.83,141.38,18.28,18.03,1.66,-1.79,0.08,6.85
5.0,28.0,5.0,15.63,136.6,20.42,17.15,1.66,-1.82,0.09,8.4
5.0,28.0,6.0,23.43,131.82,19.82,16.27,1.65,-1.85,0.1,10.28
5.0,28.0,7.0,15.63,145.93,17.06,17.19,1.73,-1.68,0.29,13.83
5.0,28.0,8.0,7.84,160.04,17.77,18.11,1.8,-1.51,0.48,18.82
5.0,28.0,10.0,0.05,155.79,20.65,19.66,1.55,-1.6,-0.02,27.4
5.0,28.0,11.0,0.05,137.44,20.05,20.28,1.21,-1.87,-0.7,30.7
5.0,28.0,12.0,0.05,119.09,19.03,20.91,0.88,-2.14,-1.38,37.27
5.0,28.0,13.0,0.08,119.99,20.21,20.44,0.95,-2.01,-1.27,33.07
5.0,28.0,14.0,0.11,120.9,19.87,19.97,1.03,-1.88,-1.16,22.62
5.0,28.0,15.0,0.14,121.8,19.32,19.5,1.11,-1.75,-1.04,10.28
5.0,28.0,16.0,8.55,123.37,20.58,18.49,1.39,-1.79,-0.95,5.77
5.0,28.0,17.0,16.95,124.93,22.53,17.48,1.67,-1.83,-0.85,4.25
5.0,28.0,18.0,25.36,126.5,25.93,16.47,1.96,-1.87,-0.75,6.15
5.0,28.0,19.0,24.61,119.73,23.88,15.86,1.95,-1.63,-0.64,5.72
5.0,28.0,20.0,23.86,112.96,25.61,15.26,1.95,-1.38,-0.52,5.6
5.0,28.0,21.0,23.11,106.2,25.2,14.66,1.94,-1.14,-0.4,8.8
5.0,28.0,22.0,15.42,102.35,26.8,14.53,2.02,-0.96,-0.35,7.97
5.0,28.0,23.0,7.74,98.5,26.28,14.41,2.1,-0.79,-0.3,6.88
4.0,22.0,0.0,36.38,125.89,13.56,9.46,1.39,-1.66,1.71,6.43
4.0,22.0,1.0,39.73,103.46,11.69,9.14,1.73,-1.43,2.1,9.38
4.0,22.0,2.0,43.08,81.02,11.28,8.82,2.07,-1.21,2.48,15.08
4.0,22.0,3.0,46.43,58.58,11.16,8.5,2.42,-0.99,2.87,37.15
4.0,22.0,4.0,42.67,57.19,12.21,7.94,2.4,-1.05,2.62,55.88
4.0,22.0,5.0,38.9,55.81,10.78,7.38,2.39,-1.12,2.37,63.33
4.0,22.0,6.0,35.13,54.43,10.77,6.82,2.37,-1.19,2.12,61.03
4.0,22.0,7.0,33.3,58.72,11.36,6.78,2.46,-1.33,2.24,64.08
4.0,22.0,8.0,31.46,63.02,11.58,6.75,2.55,-1.47,2.36,65.93
4.0,22.0,9.0,29.63,67.31,11.01,6.71,2.64,-1.61,2.48,64.0
4.0,22.0,10.0,27.83,82.0,9.8,6.82,1.56,-0.86,1.78,64.35
4.0,22.0,11.0,26.03,96.68,10.36,6.93,0.47,-0.1,1.09,66.45
4.0,22.0,12.0,24.23,111.37,9.91,7.05,-0.61,0.65,0.4,67.55
4.0,22.0,13.0,25.64,91.38,12.28,7.2,-0.15,-0.48,0.71,62.67
4.0,22.0,14.0,27.06,71.39,11.46,7.35,0.31,-1.62,1.03,47.1
4.0,22.0,15.0,28.47,51.4,11.71,7.5,0.77,-2.75,1.34,33.4
4.0,22.0,16.0,32.68,56.05,11.35,8.03,1.33,-2.53,1.51,15.82
4.0,22.0,17.0,36.89,60.69,10.91,8.56,1.89,-2.32,1.68,13.02
4.0,22.0,18.0,41.1,65.34,11.16,9.1,2.45,-2.11,1.85,17.75
4.0,22.0,19.0,41.26,64.13,10.06,9.04,2.58,-1.86,1.93,20.12
4.0,22.0,20.0,41.43,62.91,9.82,8.99,2.71,-1.61,2.01,32.7
4.0,22.0,21.0,41.59,61.7,9.32,8.93,2.84,-1.37,2.1,32.65
4.0,22.0,22.0,43.24,69.46,7.21,8.75,2.59,-1.44,2.09,29.7
4.0,22.0,23.0,44.88,77.23,8.55,8.57,2.34,-1.51,2.08,30.5
6.0,8.0,0.0,28.64,76.99,10.08,7.41,0.65,-1.28,0.18,41.85
6.0,8.0,1.0,28.33,67.29,12.07,7.22,0.72,-1.41,0.21,50.9
6.0,8.0,2.0,28.03,57.58,13.28,7.03,0.79,-1.55,0.23,60.77
6.0,8.0,3.0,27.72,47.88,10.27,6.83,0.86,-1.68,0.25,67.72
6.0,8.0,15.0,36.43,41.15,12.84,6.59,1.37,-0.79,0.04,65.2
6.0,8.0,16.0,36.46,37.79,11.85,6.9,1.25,-1.02,-0.07,51.23
6.0,8.0,17.0,36.49,34.43,9.75,7.21,1.13,-1.24,-0.18,61.2
6.0,8.0,18.0,36.51,31.06,6.48,7.52,1.01,-1.47,-0.29,55.55
6.0,8.0,19.0,34.11,35.46,4.97,7.24,1.09,-1.37,-0.16,51.92
6.0,8.0,20.0,31.71,39.85,4.68,6.97,1.18,-1.27,-0.04,47.75
6.0,8.0,21.0,29.31,44.24,4.03,6.69,1.26,-1.17,0.09,60.9
6.0,8.0,22.0,29.76,53.76,8.19,6.73,1.33,-1.36,0.07,53.3
6.0,8.0,23.0,30.21,63.28,11.04,6.76,1.4,-1.55,0.04,54.08
6.0,16.0,0.0,32.83,27.13,25.19,9.58,-1.74,-0.97,0.32,36.97
6.0,16.0,1.0,41.93,22.19,25.02,8.04,-0.56,-1.57,0.17,35.15
6.0,16.0,2.0,51.03,17.26,24.9,6.5,0.61,-2.17,0.01,36.67
6.0,16.0,3.0,60.13,12.32,25.37,4.95,1.79,-2.78,-0.14,56.95
6.0,16.0,4.0,58.32,13.09,25.1,5.07,1.95,-2.41,-0.05,65.5
6.0,16.0,5.0,56.51,13.86,25.91,5.19,2.11,-2.04,0.03,65.7
6.0,16.0,6.0,54.7,14.62,25.61,5.31,2.28,-1.68,0.11,69.2
6.0,16.0,7.0,39.74,29.25,26.31,5.41,2.2,-1.29,-0.08,72.25
6.0,16.0,8.0,24.77,43.89,25.33,5.51,2.13,-0.9,-0.28,78.1
6.0,16.0,14.0,67.94,11.79,28.16,6.11,0.96,-2.93,-1.08,67.08
6.0,16.0,15.0,73.78,10.22,28.26,5.98,1.46,-3.29,-1.3,37.08
6.0,16.0,16.0,64.57,14.65,26.31,6.14,1.54,-2.68,-1.2,20.8
6.0,16.0,17.0,55.37,19.08,26.07,6.31,1.62,-2.07,-1.1,9.38
6.0,16.0,18.0,46.16,23.52,25.91,6.47,1.69,-1.46,-0.99,4.5
6.0,16.0,19.0,31.71,52.58,25.95,7.19,0.97,-1.25,-0.9,4.55
6.0,16.0,20.0,17.26,81.65,26.13,7.9,0.25,-1.04,-0.8,10.55
6.0,16.0,21.0,2.81,110.71,25.72,8.61,-0.47,-0.83,-0.71,21.5
6.0,16.0,22.0,19.16,80.32,25.81,8.47,-0.23,-1.15,-0.89,31.65
6.0,16.0,23.0,35.52,49.94,25.7,8.33,0.0,-1.46,-1.08,31.15
12.0,3.0,0.0,21.84,122.81,26.2,11.03,1.42,-1.42,1.19,4.28
12.0,3.0,1.0,15.14,128.82,26.87,10.98,1.78,-1.38,0.95,4.0
12.0,3.0,2.0,8.43,134.83,27.36,10.93,2.15,-1.34,0.72,4.2
12.0,3.0,3.0,1.73,140.83,26.54,10.87,2.51,-1.3,0.48,4.42
12.0,3.0,4.0,3.28,139.01,27.04,10.47,2.63,-1.35,0.81,4.3
12.0,3.0,5.0,4.83,137.19,27.47,10.07,2.75,-1.4,1.13,3.85
12.0,3.0,6.0,6.37,135.37,28.54,9.67,2.87,-1.45,1.45,10.3
12.0,3.0,7.0,14.82,121.1,26.86,9.5,2.58,-1.15,1.37,19.92
12.0,3.0,8.0,23.26,106.82,26.85,9.33,2.28,-0.86,1.29,27.33
12.0,3.0,9.0,31.7,92.54,26.68,9.16,1.99,-0.56,1.2,33.8
12.0,3.0,10.0,36.5,84.43,25.67,9.06,0.59,-0.22,1.05,32.0
12.0,3.0,11.0,41.31,76.31,26.28,8.96,-0.81,0.12,0.89,20.0
12.0,3.0,12.0,46.11,68.2,26.3,8.87,-2.21,0.46,0.73,13.95
12.0,3.0,13.0,36.81,81.92,27.52,9.01,-1.98,0.54,1.13,3.67
12.0,3.0,14.0,27.51,95.65,27.5,9.15,-1.74,0.63,1.52,2.35
12.0,3.0,15.0,18.21,109.37,28.48,9.3,-1.51,0.72,1.92,2.5
12.0,3.0,16.0,29.56,101.06,27.13,9.37,-1.64,0.29,1.56,2.77
12.0,3.0,17.0,40.9,92.75,25.91,9.44,-1.77,-0.13,1.2,3.18
12.0,3.0,18.0,52.25,84.44,27.51,9.52,-1.9,-0.55,0.84,3.65
12.0,3.0,19.0,46.38,83.88,27.88,9.4,-1.95,-0.25,0.93,4.6
12.0,3.0,20.0,40.51,83.31,28.03,9.28,-2.0,0.06,1.02,6.4
12.0,3.0,21.0,34.64,82.74,26.4,9.16,-2.05,0.36,1.1,6.5
12.0,3.0,22.0,33.99,82.08,25.22,9.31,-1.77,-0.33,1.28,5.15
12.0,3.0,23.0,33.34,81.42,24.96,9.46,-1.5,-1.03,1.47,3.93
1.0,28.0,0.0,7.14,115.4,25.53,7.45,1.55,-1.23,0.12,4.48
1.0,28.0,1.0,13.46,99.78,24.07,7.54,1.57,-1.31,-0.28,4.35
1.0,28.0,2.0,19.78,84.17,24.45,7.63,1.6,-1.39,-0.68,4.17
1.0,28.0,3.0,26.11,68.55,23.31,7.71,1.62,-1.47,-1.08,4.47
1.0,28.0,4.0,17.41,88.56,20.66,7.83,0.36,-0.59,-0.99,6.38
1.0,28.0,5.0,8.71,108.57,21.52,7.94,-0.9,0.29,-0.9,6.03
1.0,28.0,6.0,0.01,128.58,22.8,8.05,-2.17,1.17,-0.81,5.75
1.0,28.0,7.0,6.84,105.58,27.7,8.06,-1.56,0.05,-0.59,7.92
1.0,28.0,8.0,13.67,82.58,24.87,8.08,-0.95,-1.07,-0.38,10.18
1.0,28.0,9.0,20.5,59.58,27.36,8.09,-0.34,-2.18,-0.16,11.18
1.0,28.0,10.0,25.66,63.72,27.07,8.36,0.22,-1.93,0.23,10.18
1.0,28.0,11.0,30.83,67.87,26.98,8.64,0.77,-1.67,0.63,7.83
1.0,28.0,12.0,35.99,72.01,26.49,8.91,1.33,-1.42,1.02,5.97
1.0,28.0,13.0,36.41,77.56,28.3,8.94,1.32,-1.62,0.62,4.83
1.0,28.0,14.0,36.83,83.11,27.44,8.98,1.32,-1.81,0.22,4.88
1.0,28.0,15.0,37.24,88.66,28.14,9.01,1.31,-2.01,-0.18,4.78
1.0,28.0,16.0,32.59,91.36,27.14,8.74,0.7,-1.7,-0.04,4.58
1.0,28.0,17.0,27.93,94.07,25.77,8.47,0.08,-1.39,0.1,4.7
1.0,28.0,18.0,23.28,96.77,26.42,8.19,-0.53,-1.08,0.24,4.28
1.0,28.0,19.0,19.74,99.86,27.26,8.26,-0.47,-1.19,-0.02,4.55
1.0,28.0,20.0,16.2,102.94,27.71,8.33,-0.41,-1.29,-0.28,3.9
1.0,28.0,21.0,12.66,106.02,29.49,8.4,-0.35,-1.39,-0.54,4.95
1.0,28.0,22.0,21.38,90.68,31.09,8.34,-0.49,-1.6,-0.5,4.67
1.0,28.0,23.0,30.1,75.34,29.49,8.28,-0.64,-1.8,-0.47,4.7
2.0,27.0,0.0,46.23,80.29,28.48,20.88,-0.92,-1.44,3.07,2.42
2.0,27.0,1.0,68.36,65.11,27.53,20.52,-0.27,-1.61,3.12,2.62
2.0,27.0,2.0,90.49,49.94,28.76,20.16,0.38,-1.77,3.17,3.58
2.0,27.0,3.0,112.62,34.76,29.1,19.79,1.02,-1.94,3.23,4.1
2.0,27.0,4.0,99.69,39.29,30.6,19.73,0.82,-2.06,3.03,5.03
2.0,27.0,5.0,86.77,43.83,31.15,19.67,0.61,-2.19,2.83,9.72
2.0,27.0,6.0,73.84,48.36,28.85,19.61,0.4,-2.31,2.63,21.68
2.0,27.0,7.0,60.53,51.14,30.48,19.21,0.45,-2.32,2.36,30.1
2.0,27.0,8.0,47.23,53.93,30.36,18.82,0.5,-2.32,2.09,32.27
2.0,27.0,9.0,33.92,56.71,28.24,18.43,0.55,-2.33,1.82,29.7
2.0,27.0,10.0,39.32,61.91,27.81,18.54,0.19,-2.21,1.76,27.85
2.0,27.0,11.0,44.72,67.11,28.05,18.65,-0.17,-2.09,1.69,26.38
2.0,27.0,12.0,50.13,72.31,29.62,18.76,-0.54,-1.96,1.62,23.67
2.0,27.0,13.0,48.88,65.56,27.36,18.01,-0.62,-2.08,1.59,16.82
2.0,27.0,14.0,47.63,58.82,29.7,17.26,-0.69,-2.19,1.57,9.93
2.0,27.0,15.0,46.39,52.08,30.73,16.51,-0.77,-2.3,1.54,3.42
2.0,27.0,16.0,49.91,49.69,30.16,15.9,-1.04,-2.08,1.2,2.45
2.0,27.0,17.0,53.43,47.3,30.96,15.29,-1.31,-1.87,0.86,4.25
2.0,27.0,18.0,56.96,44.92,28.99,14.68,-1.58,-1.65,0.53,3.45
2.0,27.0,19.0,50.51,55.02,30.09,14.47,-1.87,-0.37,0.67,2.68
2.0,27.0,20.0,44.07,65.12,32.39,14.26,-2.17,0.92,0.81,2.7
2.0,27.0,21.0,37.62,75.22,31.43,14.05,-2.47,2.2,0.95,3.27
2.0,27.0,22.0,36.67,81.57,31.42,14.63,-1.18,1.56,1.09,3.1
2.0,27.0,23.0,35.73,87.92,31.67,15.2,0.11,0.93,1.23,2.93
9.0,27.0,1.0,244.18,16.0,39.27,12.24,2.03,-0.03,-1.74,18.12
9.0,27.0,2.0,236.82,15.86,37.14,11.83,2.71,-0.61,-1.57,31.4
9.0,27.0,5.0,221.2,14.44,35.05,10.36,3.88,-0.9,0.34,44.77
9.0,27.0,11.0,222.75,14.17,30.04,10.88,4.38,-1.37,-1.91,63.58
9.0,27.0,12.0,216.86,14.08,32.72,10.84,4.77,-1.67,-2.61,60.27
9.0,27.0,13.0,210.97,14.06,30.73,9.92,4.85,-1.53,-1.82,46.93
9.0,27.0,14.0,205.09,14.05,24.5,9.01,4.92,-1.39,-1.02,20.23
9.0,27.0,15.0,199.2,14.03,26.15,8.09,5.0,-1.25,-0.22,11.72
9.0,27.0,16.0,200.34,13.82,25.74,7.88,5.08,-1.52,-0.45,15.45
9.0,27.0,17.0,201.49,13.61,29.77,7.68,5.15,-1.79,-0.68,27.13
9.0,27.0,18.0,202.64,13.4,31.82,7.48,5.23,-2.06,-0.9,35.88
9.0,27.0,19.0,228.01,14.36,34.51,7.73,5.08,-2.28,-0.84,14.77
12.0,21.0,0.0,14.32,101.91,16.27,8.27,0.39,-1.98,-0.86,2.0
12.0,21.0,1.0,9.55,126.13,15.21,8.56,0.65,-1.52,-0.65,2.12
12.0,21.0,2.0,4.78,150.36,16.33,8.86,0.91,-1.06,-0.45,2.38
12.0,21.0,4.0,9.01,140.48,16.54,9.27,1.36,-1.21,-0.47,2.38
12.0,21.0,5.0,18.01,106.37,17.13,9.38,1.55,-1.81,-0.7,2.65
12.0,21.0,6.0,27.02,72.26,17.51,9.49,1.74,-2.42,-0.93,4.08
12.0,21.0,7.0,25.88,81.18,18.21,9.24,1.6,-2.15,-0.88,5.68
12.0,21.0,8.0,24.74,90.11,14.94,8.99,1.45,-1.88,-0.82,6.78
12.0,21.0,9.0,23.6,99.04,15.24,8.74,1.3,-1.6,-0.76,7.35
12.0,21.0,10.0,16.21,109.41,16.35,9.21,0.38,-1.57,-0.63,7.27
12.0,21.0,11.0,8.82,119.78,15.39,9.68,-0.55,-1.54,-0.49,7.15
12.0,21.0,12.0,1.42,130.15,16.83,10.16,-1.47,-1.51,-0.36,5.45
12.0,21.0,13.0,6.27,124.96,14.41,10.32,-1.62,-0.25,-0.79,2.4
12.0,21.0,14.0,11.11,119.76,15.21,10.48,-1.77,1.02,-1.21,2.2
12.0,21.0,15.0,15.95,114.57,14.69,10.64,-1.92,2.28,-1.64,2.2
12.0,21.0,16.0,10.66,120.16,13.93,11.13,-1.79,1.35,-1.57,2.4
12.0,21.0,17.0,5.36,125.75,12.82,11.62,-1.67,0.42,-1.5,2.23
12.0,21.0,18.0,0.06,131.34,12.5,12.11,-1.54,-0.52,-1.43,2.17
12.0,21.0,19.0,2.48,118.68,12.55,10.27,-1.04,-1.1,-1.4,2.3
12.0,21.0,20.0,4.9,106.02,11.73,8.44,-0.54,-1.68,-1.37,2.1
12.0,21.0,21.0,7.32,93.36,14.88,6.61,-0.04,-2.26,-1.34,2.33
12.0,21.0,22.0,22.18,77.33,15.21,7.84,-1.44,-2.01,-1.08,2.33
12.0,21.0,23.0,37.04,61.29,13.73,9.08,-2.83,-1.76,-0.82,2.27
8.0,21.0,0.0,31.63,66.23,23.16,24.07,0.03,0.92,3.58,5.62
8.0,21.0,1.0,27.87,61.73,23.28,23.15,0.44,0.4,3.26,5.35
8.0,21.0,2.0,24.12,57.24,21.98,22.23,0.85,-0.12,2.94,4.73
8.0,21.0,3.0,20.37,52.75,22.33,21.31,1.26,-0.63,2.63,5.5
8.0,21.0,4.0,25.72,53.25,21.14,21.09,0.53,-0.81,2.35,7.05
8.0,21.0,5.0,31.06,53.75,21.2,20.86,-0.21,-0.99,2.06,10.78
8.0,21.0,6.0,36.41,54.26,20.75,20.64,-0.94,-1.16,1.78,14.57
8.0,21.0,7.0,35.5,52.56,20.98,20.73,-0.96,-0.61,1.82,21.15
8.0,21.0,8.0,34.59,50.85,20.51,20.81,-0.98,-0.06,1.85,22.85
8.0,21.0,9.0,33.67,49.15,19.31,20.9,-1.0,0.49,1.89,20.55
8.0,21.0,10.0,35.99,47.2,17.62,21.11,-1.54,0.13,1.76,19.3
8.0,21.0,11.0,38.3,45.25,18.23,21.32,-2.08,-0.23,1.63,18.73
8.0,21.0,12.0,40.62,43.3,19.13,21.53,-2.61,-0.59,1.5,17.4
8.0,21.0,13.0,34.38,46.66,20.68,21.25,-3.16,-0.81,1.75,20.42
8.0,21.0,14.0,28.15,50.03,21.25,20.97,-3.72,-1.03,2.0,17.1
8.0,21.0,15.0,21.91,53.39,21.91,20.69,-4.27,-1.26,2.25,9.93
8.0,21.0,16.0,22.7,52.46,20.73,20.56,-4.06,0.15,2.13,9.0
8.0,21.0,17.0,23.48,51.53,17.93,20.43,-3.85,1.55,2.01,9.32
8.0,21.0,18.0,24.27,50.6,17.3,20.3,-3.64,2.96,1.89,9.3
8.0,21.0,19.0,24.78,54.14,17.38,20.27,-2.0,1.56,2.11,8.35
8.0,21.0,20.0,25.28,57.67,17.5,20.25,-0.37,0.17,2.33,6.3
8.0,21.0,21.0,25.79,61.21,19.67,20.23,1.27,-1.23,2.54,12.07
8.0,21.0,22.0,29.16,63.16,20.25,20.95,1.2,-1.26,2.28,8.7
8.0,21.0,23.0,32.53,65.11,20.02,21.68,1.14,-1.29,2.02,6.98
8.0,24.0,0.0,26.82,52.71,6.93,17.77,0.69,0.84,0.21,3.23
8.0,24.0,1.0,17.92,66.37,7.9,18.27,0.64,0.52,-0.14,3.38
8.0,24.0,2.0,9.01,80.03,11.97,18.77,0.59,0.21,-0.49,3.22
8.0,24.0,3.0,0.11,93.69,9.14,19.27,0.54,-0.11,-0.84,3.32
8.0,24.0,4.0,13.7,97.66,8.25,19.46,0.76,0.3,-0.99,3.4
8.0,24.0,5.0,27.29,101.64,8.5,19.65,0.98,0.72,-1.13,3.73
8.0,24.0,6.0,40.88,105.62,8.71,19.84,1.2,1.13,-1.27,4.05
8.0,24.0,7.0,34.48,91.47,8.38,19.42,1.45,1.35,-0.86,4.85
8.0,24.0,8.0,28.07,77.33,7.57,19.0,1.7,1.57,-0.45,5.55
8.0,24.0,9.0,21.67,63.19,7.11,18.58,1.94,1.79,-0.04,6.35
8.0,24.0,10.0,14.63,65.47,8.27,18.24,1.33,1.55,0.05,6.73
8.0,24.0,11.0,7.59,67.76,6.47,17.91,0.71,1.3,0.14,6.45
8.0,24.0,12.0,0.55,70.05,4.91,17.57,0.09,1.06,0.24,6.4
8.0,24.0,13.0,0.37,72.51,6.85,17.35,-0.07,0.04,0.05,6.05
8.0,24.0,14.0,0.2,74.97,10.56,17.13,-0.23,-0.97,-0.13,4.73
8.0,24.0,15.0,0.02,77.43,7.71,16.91,-0.39,-1.98,-0.31,3.55
8.0,24.0,16.0,6.75,83.75,8.05,18.21,-0.56,-1.84,-0.26,3.38
8.0,24.0,17.0,13.49,90.08,7.03,19.52,-0.73,-1.7,-0.21,3.47
8.0,24.0,18.0,20.22,96.4,7.76,20.82,-0.9,-1.56,-0.16,3.65
8.0,24.0,19.0,17.85,94.57,5.77,20.23,-1.1,-0.85,-0.37,3.62
8.0,24.0,20.0,15.47,92.74,6.85,19.64,-1.3,-0.14,-0.58,3.6
8.0,24.0,21.0,13.1,90.91,7.26,19.05,-1.51,0.57,-0.8,3.4
8.0,24.0,22.0,11.2,89.48,7.05,18.82,-1.57,0.82,-0.17,3.38
8.0,24.0,23.0,9.3,88.05,8.36,18.6,-1.63,1.07,0.47,3.08
7.0,10.0,0.0,0.01,82.46,11.61,19.24,-2.6,1.74,-0.4,5.38
7.0,10.0,1.0,1.47,95.13,11.94,19.97,-3.0,1.33,-0.32,5.7
7.0,10.0,2.0,2.94,107.8,11.96,20.69,-3.4,0.93,-0.24,12.12
7.0,10.0,3.0,4.4,120.47,9.09,21.42,-3.8,0.53,-0.15,10.45
7.0,10.0,4.0,9.46,99.65,11.68,20.89,-3.7,0.59,-0.19,13.97
7.0,10.0,5.0,14.51,78.84,13.59,20.36,-3.6,0.65,-0.22,11.4
7.0,10.0,6.0,19.56,58.03,8.62,19.84,-3.5,0.71,-0.25,12.95
7.0,10.0,7.0,19.52,54.37,9.8,19.94,-3.25,0.38,-0.21,11.27
7.0,10.0,8.0,19.48,50.71,8.69,20.05,-2.99,0.05,-0.17,8.15
7.0,10.0,9.0,19.45,47.06,7.92,20.16,-2.74,-0.28,-0.13,5.18
7.0,10.0,10.0,12.99,62.89,7.9,20.35,-2.97,-0.09,-0.06,4.65
7.0,10.0,11.0,6.53,78.73,9.34,20.54,-3.2,0.1,0.01,4.0
7.0,10.0,12.0,0.07,94.56,7.7,20.73,-3.43,0.3,0.09,4.03
7.0,10.0,13.0,1.54,90.69,8.78,20.91,-3.31,0.75,-0.26,4.22
7.0,10.0,14.0,3.02,86.81,9.83,21.09,-3.2,1.2,-0.61,3.7
7.0,10.0,15.0,4.5,82.94,11.42,21.27,-3.08,1.65,-0.96,3.82
7.0,10.0,16.0,3.98,89.81,13.72,21.26,-2.76,1.18,-0.49,2.68
7.0,10.0,17.0,3.45,96.68,10.17,21.24,-2.44,0.71,-0.02,2.58
7.0,10.0,18.0,2.93,103.56,11.0,21.23,-2.12,0.24,0.44,2.73
7.0,10.0,19.0,1.96,111.17,11.18,21.18,-2.02,0.34,0.68,2.98
7.0,10.0,20.0,0.99,118.78,10.64,21.14,-1.92,0.44,0.91,3.4
7.0,10.0,21.0,0.02,126.38,11.71,21.1,-1.82,0.54,1.14,2.87
7.0,10.0,22.0,0.01,122.33,12.28,21.02,-1.48,-0.13,1.13,2.67
7.0,10.0,23.0,0.01,118.27,12.18,20.95,-1.15,-0.79,1.11,2.7
8.0,25.0,0.0,121.51,15.5,25.37,18.21,0.4,-3.2,-2.6,31.22
8.0,25.0,1.0,121.8,15.01,25.6,18.01,0.47,-3.01,-2.49,10.8
8.0,25.0,2.0,122.09,14.52,26.18,17.81,0.54,-2.82,-2.38,4.53
8.0,25.0,3.0,122.38,14.04,24.84,17.61,0.61,-2.63,-2.27,10.52
8.0,25.0,4.0,123.52,14.28,25.13,17.58,-0.97,-1.14,-1.89,11.65
8.0,25.0,5.0,124.66,14.51,24.99,17.56,-2.55,0.35,-1.51,25.9
8.0,25.0,6.0,125.8,14.75,25.0,17.54,-4.14,1.84,-1.13,31.9
8.0,25.0,7.0,124.08,15.09,25.93,17.47,-3.36,1.07,-1.4,38.63
8.0,25.0,8.0,122.37,15.42,27.53,17.39,-2.58,0.3,-1.68,57.75
8.0,25.0,9.0,120.66,15.75,29.21,17.32,-1.8,-0.47,-1.95,46.35
8.0,25.0,10.0,119.07,15.76,30.18,17.28,-1.77,0.13,-2.03,47.17
